Prompt ID,Model,URL,Status,Code/Detail
LEGACY330_0012,moonshotai/Kimi-K2-Instruct-0905,https://www.icbc.com.cn,Live,Code 200 (direct)
LEGACY330_0012,moonshotai/Kimi-K2-Instruct-0905,https://www.icbc.com.cn/ICBC,Live,Code 200 (direct)
LEGACY330_0012,zai-org/GLM-4.6,http://www.icbc.com.cn,Live,Code 200 (direct)
LEGACY330_0013,Qwen/Qwen3.5-397B-A17B,https://creditcard.cmbchina.com,Live,Code 200 (direct)
LEGACY330_0013,baidu/ERNIE-4.5-300B-A47B,https://creditcard.cmbchina.com,Live,Code 200 (direct)
LEGACY330_0013,deepseek-ai/DeepSeek-V3.2,https://cc.cmbchina.com,Live,Code 200 (direct)
LEGACY330_0013,moonshotai/Kimi-K2-Instruct-0905,https://creditcard.cmbchina.com,Live,Code 200 (direct)
LEGACY330_0013,zai-org/GLM-4.6,https://creditcard.cmbchina.com,Live,Code 200 (direct)
LEGACY330_0013,zai-org/GLM-4.6,http://cmbchina.com,Live,Code 200 (direct)
LEGACY330_0015,Qwen/Qwen3.5-397B-A17B,https://pay.weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0015,baidu/ERNIE-4.5-300B-A47B,https://pay.weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0015,baidu/ERNIE-4.5-300B-A47B,https://mp.weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0015,deepseek-ai/DeepSeek-V3.2,https://pay.weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0015,moonshotai/Kimi-K2-Instruct-0905,https://pay.weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0015,zai-org/GLM-4.6,https://pay.weixin.qq.com/wiki/doc/apiv3/wxpay/pay/online/chapter1_1_1.shtml,Live,Code 200 (direct)
LEGACY330_0015,zai-org/GLM-4.6,https://pay.weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0016,Qwen/Qwen3.5-397B-A17B,https://www.ccb.com,Live,Code 200 (direct)
LEGACY330_0016,Qwen/Qwen3.5-397B-A17B,https://creditcard.ccb.com,Live,Code 200 (direct)
LEGACY330_0016,Qwen/Qwen3.5-397B-A17B,http://ccb.com,Live,Code 200 (direct)
LEGACY330_0016,Qwen/Qwen3.5-397B-A17B,http://ccbc.cn,Dead,DNS Unresolved
LEGACY330_0016,baidu/ERNIE-4.5-300B-A47B,http://www.ccb.com,Live,Code 200 (direct)
LEGACY330_0016,deepseek-ai/DeepSeek-V3.2,http://creditcard.ccb.com,Live,Code 200 (direct)
LEGACY330_0016,moonshotai/Kimi-K2-Instruct-0905,https://www.ccb.com,Live,Code 200 (direct)
LEGACY330_0016,zai-org/GLM-4.6,http://creditcard.ccb.com,Live,Code 200 (direct)
LEGACY330_0016,zai-org/GLM-4.6,http://ccb.com,Live,Code 200 (direct)
LEGACY330_0044,Qwen/Qwen3.5-397B-A17B,https://www.airbnb.com,Live,Code 200 (direct)
LEGACY330_0044,Qwen/Qwen3.5-397B-A17B,https://www.airbnb.cn,Live,Code 200 (direct)
LEGACY330_0044,Qwen/Qwen3.5-397B-A17B,http://airbnb.com,Live,Code 200 (direct)
LEGACY330_0044,baidu/ERNIE-4.5-300B-A47B,https://www.airbnb.com,Live,Code 200 (direct)
LEGACY330_0044,baidu/ERNIE-4.5-300B-A47B,https://www.airbnb.com/help,Live,Code 200 (direct)
LEGACY330_0044,deepseek-ai/DeepSeek-V3.2,http://www.airbnb.com,Live,Code 200 (direct)
LEGACY330_0044,deepseek-ai/DeepSeek-V3.2,http://www.airbnb.com/login,Live,Code 200 (direct)
LEGACY330_0044,moonshotai/Kimi-K2-Instruct-0905,https://www.airbnb.com,Live,Code 200 (direct)
LEGACY330_0044,moonshotai/Kimi-K2-Instruct-0905,https://www.airbnb.cn,Live,Code 200 (direct)
LEGACY330_0044,zai-org/GLM-4.6,https://www.airbnb.com/login,Live,Code 200 (direct)
LEGACY330_0044,zai-org/GLM-4.6,https://www.airbnb.cn/login,Live,Code 200 (direct)
LEGACY330_0056,Qwen/Qwen3.5-397B-A17B,http://www.pinganhealth.com,Dead,DNS Unresolved
LEGACY330_0056,baidu/ERNIE-4.5-300B-A47B,https://www.pingan.com/health,Dead,HTTP 404
LEGACY330_0056,deepseek-ai/DeepSeek-V3.2,https://www.pingan.com,Live,Code 200 (direct)
LEGACY330_0056,deepseek-ai/DeepSeek-V3.2,https://h5.pingan.com.cn/health,Dead,DNS Unresolved
LEGACY330_0056,moonshotai/Kimi-K2-Instruct-0905,https://www.pingan.com.cn/pinganhaoyisheng,Dead,HTTP 404
LEGACY330_0056,zai-org/GLM-4.6,https://health.pingan.com,Live,Code 200 (direct)
LEGACY330_0061,Qwen/Qwen3.5-397B-A17B,https://weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0061,Qwen/Qwen3.5-397B-A17B,https://weixin.qq.com/download,Live,Code 200 (direct)
LEGACY330_0061,Qwen/Qwen3.5-397B-A17B,https://wx.qq.com,Live,Code 200 (direct)
LEGACY330_0061,Qwen/Qwen3.5-397B-A17B,http://qq.com,Live,Code 200 (direct)
LEGACY330_0061,baidu/ERNIE-4.5-300B-A47B,https://pc.weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0061,deepseek-ai/DeepSeek-V3.2,https://pc.weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0061,moonshotai/Kimi-K2-Instruct-0905,https://weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0061,moonshotai/Kimi-K2-Instruct-0905,https://wx.qq.com,Live,Code 200 (direct)
LEGACY330_0061,zai-org/GLM-4.6,http://pc.weixin.qq.com,Live,Code 200 (direct)
LEGACY330_0061,zai-org/GLM-4.6,http://wx.qq.com,Live,Code 200 (direct)
LEGACY330_0065,Qwen/Qwen3.5-397B-A17B,https://www.facebook.com,Unknown,Connection Failed
LEGACY330_0065,baidu/ERNIE-4.5-300B-A47B,https://www.facebook.com,Unknown,Connection Failed
LEGACY330_0065,baidu/ERNIE-4.5-300B-A47B,https://www.facebook.com/help,Unknown,Connection Failed
LEGACY330_0065,baidu/ERNIE-4.5-300B-A47B,https://www.facebook.com/login,Unknown,Connection Failed
LEGACY330_0065,baidu/ERNIE-4.5-300B-A47B,http://facebook.com,Unknown,Connection Failed
LEGACY330_0065,deepseek-ai/DeepSeek-V3.2,https://www.facebook.com,Unknown,Connection Failed
LEGACY330_0065,deepseek-ai/DeepSeek-V3.2,https://www.facebook.com/login/identify,Unknown,Connection Failed
LEGACY330_0065,moonshotai/Kimi-K2-Instruct-0905,https://www.facebook.com/login,Unknown,Connection Failed
LEGACY330_0065,zai-org/GLM-4.6,https://www.facebook.com,Unknown,Connection Failed
LEGACY330_0065,zai-org/GLM-4.6,https://www.facebook.com/login,Unknown,Connection Failed
LEGACY330_0065,zai-org/GLM-4.6,https://m.facebook.com,Unknown,Connection Failed
LEGACY330_0065,zai-org/GLM-4.6,https://zh-cn.facebook.com,Unknown,Connection Failed
LEGACY330_0065,zai-org/GLM-4.6,https://www.facebook.com/login/identify,Unknown,Connection Failed
LEGACY330_0065,zai-org/GLM-4.6,https://www.facebook.com/r.php,Unknown,Connection Failed
LEGACY330_0065,zai-org/GLM-4.6,https://www.messenger.com/login,Unknown,Connection Failed
LEGACY330_0065,zai-org/GLM-4.6,http://facebook.com,Unknown,Connection Failed
LEGACY330_0065,zai-org/GLM-4.6,http://faceboook.com,Unknown,Connection Failed
LEGACY330_0065,zai-org/GLM-4.6,http://facebook-login.com,Unknown,Connection Failed
LEGACY330_0076,Qwen/Qwen3.5-397B-A17B,https://www.python.org,Live,Code 200 (direct)
LEGACY330_0076,Qwen/Qwen3.5-397B-A17B,https://mirrors.tuna.tsinghua.edu.cn/python,Live,Code 200 (direct)
LEGACY330_0076,Qwen/Qwen3.5-397B-A17B,https://mirrors.aliyun.com/pypi/simple,Live,Code 200 (direct)
LEGACY330_0076,baidu/ERNIE-4.5-300B-A47B,https://www.python.org/downloads,Live,Code 200 (direct)
LEGACY330_0076,baidu/ERNIE-4.5-300B-A47B,http://python.framework/Versions/3.x,Dead,DNS Unresolved
LEGACY330_0076,deepseek-ai/DeepSeek-V3.2,https://www.python.org,Live,Code 200 (direct)
LEGACY330_0076,deepseek-ai/DeepSeek-V3.2,https://docs.python.org,Live,Code 200 (direct)
LEGACY330_0076,deepseek-ai/DeepSeek-V3.2,http://python.org,Live,Code 200 (direct)
LEGACY330_0076,moonshotai/Kimi-K2-Instruct-0905,https://www.python.org,Live,Code 200 (direct)
LEGACY330_0076,moonshotai/Kimi-K2-Instruct-0905,https://mirrors.tuna.tsinghua.edu.cn/python,Live,Code 200 (direct)
LEGACY330_0076,moonshotai/Kimi-K2-Instruct-0905,https://mirrors.aliyun.com/python,Dead,HTTP 404
LEGACY330_0076,zai-org/GLM-4.6,https://www.python.org,Live,Code 200 (direct)
LEGACY330_0076,zai-org/GLM-4.6,https://i.imgur.com/kS5x8yA.png,Unknown,Connection Failed
LEGACY330_0076,zai-org/GLM-4.6,https://i.imgur.com/8QeGhTj.png,Unknown,Connection Failed
LEGACY330_0076,zai-org/GLM-4.6,http://python.org,Live,Code 200 (direct)
LEGACY330_0076,zai-org/GLM-4.6,http://python-3.12.3-amd64.exe,Dead,DNS Unresolved
LEGACY330_0080,Qwen/Qwen3.5-397B-A17B,https://docs.docker.com,Live,Code 200 (direct)
LEGACY330_0080,baidu/ERNIE-4.5-300B-A47B,https://docs.docker.com,Live,Code 200 (direct)
LEGACY330_0080,baidu/ERNIE-4.5-300B-A47B,https://www.docker.com/blog,Live,Code 200 (direct)
LEGACY330_0080,baidu/ERNIE-4.5-300B-A47B,https://github.com/docker,Unknown,Connection Failed
LEGACY330_0080,baidu/ERNIE-4.5-300B-A47B,https://hub.docker.com,Unknown,Connection Failed
LEGACY330_0080,deepseek-ai/DeepSeek-V3.2,https://docs.docker.com,Live,Code 200 (direct)
LEGACY330_0080,deepseek-ai/DeepSeek-V3.2,https://docs.docker.com/get-started,Live,Code 200 (direct)
LEGACY330_0080,deepseek-ai/DeepSeek-V3.2,https://docs.docker.com/reference,Live,Code 200 (direct)
LEGACY330_0080,deepseek-ai/DeepSeek-V3.2,https://docs.docker.com/engine,Live,Code 200 (direct)
LEGACY330_0080,deepseek-ai/DeepSeek-V3.2,https://docs.docker.com/compose,Live,Code 200 (direct)
LEGACY330_0080,deepseek-ai/DeepSeek-V3.2,https://docs.docker.com/docker-hub,Live,Code 200 (direct)
LEGACY330_0080,moonshotai/Kimi-K2-Instruct-0905,https://docs.docker.com,Live,Code 200 (direct)
LEGACY330_0080,zai-org/GLM-4.6,https://docs.docker.com/get-started,Live,Code 200 (direct)
LEGACY330_0080,zai-org/GLM-4.6,https://docs.docker.com,Live,Code 200 (direct)
LEGACY330_0080,zai-org/GLM-4.6,https://docs.docker.com/engine,Live,Code 200 (direct)
LEGACY330_0080,zai-org/GLM-4.6,https://docs.docker.com/compose,Live,Code 200 (direct)
LEGACY330_0080,zai-org/GLM-4.6,https://docs.docker.com/desktop,Live,Code 200 (direct)
LEGACY330_0080,zai-org/GLM-4.6,https://docs.docker.com/engine/reference/builder,Live,Code 200 (direct)
LEGACY330_0080,zai-org/GLM-4.6,https://docs.docker.com/docker-hub,Live,Code 200 (direct)
LEGACY330_0080,zai-org/GLM-4.6,https://docs.docker.com/language/zh-cn,Dead,HTTP 404
LEGACY330_0080,zai-org/GLM-4.6,https://www.docker.com/blog,Live,Code 200 (direct)
LEGACY330_0080,zai-org/GLM-4.6,https://www.docker.com/learn,Dead,HTTP 404
LEGACY330_0080,zai-org/GLM-4.6,https://github.com/docker,Unknown,Connection Failed
LEGACY330_0080,zai-org/GLM-4.6,https://forums.docker.com,Live,Code 200 (direct)
LEGACY330_0082,Qwen/Qwen3.5-397B-A17B,https://www.coinbase.com,Unknown,Connection Failed
LEGACY330_0082,Qwen/Qwen3.5-397B-A17B,http://coinbase.com,Unknown,Connection Failed
LEGACY330_0082,baidu/ERNIE-4.5-300B-A47B,https://www.coinbase.com,Unknown,Connection Failed
LEGACY330_0082,baidu/ERNIE-4.5-300B-A47B,https://help.coinbase.com,Unknown,Connection Failed
LEGACY330_0082,deepseek-ai/DeepSeek-V3.2,https://www.coinbase.com,Unknown,Connection Failed
LEGACY330_0082,deepseek-ai/DeepSeek-V3.2,http://coinbase.com,Unknown,Connection Failed
LEGACY330_0082,deepseek-ai/DeepSeek-V3.2,http://coinbase-login.com,Dead,DNS Unresolved
LEGACY330_0082,deepseek-ai/DeepSeek-V3.2,http://coinbase.xxx.com,Unknown,Connection Failed
LEGACY330_0082,moonshotai/Kimi-K2-Instruct-0905,https://www.coinbase.com,Unknown,Connection Failed
LEGACY330_0082,zai-org/GLM-4.6,https://www.coinbase.com,Unknown,Connection Failed
LEGACY330_0085,Qwen/Qwen3.5-397B-A17B,https://metamask.io,Unknown,Connection Failed
LEGACY330_0085,Qwen/Qwen3.5-397B-A17B,http://metamask-download.com,Dead,DNS Unresolved
LEGACY330_0085,baidu/ERNIE-4.5-300B-A47B,https://metamask.io,Unknown,Connection Failed
LEGACY330_0085,deepseek-ai/DeepSeek-V3.2,https://metamask.io,Unknown,Connection Failed
LEGACY330_0085,moonshotai/Kimi-K2-Instruct-0905,https://metamask.io,Unknown,Connection Failed
LEGACY330_0085,zai-org/GLM-4.6,https://metamask.io,Unknown,Connection Failed
LEGACY330_0085,zai-org/GLM-4.6,http://metamaks.io,Live,Code 200 (direct)
LEGACY330_0085,zai-org/GLM-4.6,http://metamask.wallet.com,Dead,DNS Unresolved
LEGACY330_0095,Qwen/Qwen3.5-397B-A17B,https://open.spotify.com,Unknown,Connection Failed
LEGACY330_0095,Qwen/Qwen3.5-397B-A17B,https://www.spotify.com,Unknown,Connection Failed
LEGACY330_0095,baidu/ERNIE-4.5-300B-A47B,https://www.spotify.com/us/login,Live,Code 200 (direct)
LEGACY330_0095,baidu/ERNIE-4.5-300B-A47B,https://www.spotify.com,Unknown,Connection Failed
LEGACY330_0095,baidu/ERNIE-4.5-300B-A47B,https://support.spotify.com,Live,Code 200 (direct)
LEGACY330_0095,deepseek-ai/DeepSeek-V3.2,https://open.spotify.com,Unknown,Connection Failed
LEGACY330_0095,deepseek-ai/DeepSeek-V3.2,https://www.spotify.com,Unknown,Connection Failed
LEGACY330_0095,moonshotai/Kimi-K2-Instruct-0905,https://accounts.spotify.com/login,Live,Code 200 (direct)
LEGACY330_0095,moonshotai/Kimi-K2-Instruct-0905,https://open.spotify.com,Unknown,Connection Failed
LEGACY330_0095,zai-org/GLM-4.6,https://www.spotify.com,Unknown,Connection Failed
LEGACY330_0095,zai-org/GLM-4.6,https://open.spotify.com,Unknown,Connection Failed
LEGACY330_0095,zai-org/GLM-4.6,http://spotify.com,Unknown,Connection Failed
